"observation_id","source_photo_id","arm","image_path","expected_sha256"
"6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e:A","6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e","A","arm_a/20260810_131137.jpg","6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e"
"6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e:B","6be03804b67a156bf01de1d85506e5323f6169959e71a3d26d6d8f79d9576a4e","B","arm_b/20260810_131137.jpg","2d09e64e6ffcff1d519b646ffe9ad138957612a6b0c3e8e38c533beafd02156e"
"406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385:A","406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385","A","arm_a/20260810_131213.jpg","406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385"
"406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385:B","406ad6c976c48105538aa74012fde8acc08b159d0e726617b7a07f3971372385","B","arm_b/20260810_131213.jpg","0f43d3d186bd8e8a08e6488296132aa3a7c32485d0f9bb28dc577bbdfa27a76d"
"d383820e4bf7e632ef9dc7d69ac973c6b5a85e5693324f601bf814e723f895c6:A","d383820e4bf7e632ef9dc7d69ac973c6b5a85e5693324f601bf814e723f895c6","A","arm_a/20260810_131021.jpg","d383820e4bf7e632ef9dc7d69ac973c6b5a85e5693324f601bf814e723f895c6"
"d383820e4bf7e632ef9dc7d69ac973c6b5a85e5693324f601bf814e723f895c6:B","d383820e4bf7e632ef9dc7d69ac973c6b5a85e5693324f601bf814e723f895c6","B","arm_b/20260810_131021.jpg","bf51d1086a0334edcb1e83b61c89e86e7eff4bf663497788d5b674ddf3326243"
"dd40295cdf7a252fd395c661d2bc9b98f3b36f076e20caa167c67d49af95b523:A","dd40295cdf7a252fd395c661d2bc9b98f3b36f076e20caa167c67d49af95b523","A","arm_a/20260730_135618.jpg","dd40295cdf7a252fd395c661d2bc9b98f3b36f076e20caa167c67d49af95b523"
"dd40295cdf7a252fd395c661d2bc9b98f3b36f076e20caa167c67d49af95b523:B","dd40295cdf7a252fd395c661d2bc9b98f3b36f076e20caa167c67d49af95b523","B","arm_b/20260730_135618.jpg","0ff8bcd520801ea1a30c29fe2f6d53374440722385f7f7e813535bc2f3cf55fd"
"b4ad4eeb8758153983a84571d6212ac752831cb8c7e78de5bf2347a3f48c73eb:A","b4ad4eeb8758153983a84571d6212ac752831cb8c7e78de5bf2347a3f48c73eb","A","arm_a/20260730_135318.jpg","b4ad4eeb8758153983a84571d6212ac752831cb8c7e78de5bf2347a3f48c73eb"
"b4ad4eeb8758153983a84571d6212ac752831cb8c7e78de5bf2347a3f48c73eb:B","b4ad4eeb8758153983a84571d6212ac752831cb8c7e78de5bf2347a3f48c73eb","B","arm_b/20260730_135318.jpg","7e5959206fbe642835a86597d74365fc29507d1abd5c6116edb24ca303f24636"
