"observation_id","source_photo_id","arm","image_path","expected_sha256"
"c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587:A","c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587","A","arm_a/20260810_131218.jpg","c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587"
"c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587:B","c479aa19cb0750ac56c843f3ed6db13d75d91a9e1effd38f7bc1ab89a7bfb587","B","arm_b/20260810_131218.jpg","bb9baed15992a50886438e78bb88ad725052a9f882ce839a6dfd9f9641556694"
"65885a79982526bc16f70a457e5d2d0a647adc96422330b2ad656bd241218999:A","65885a79982526bc16f70a457e5d2d0a647adc96422330b2ad656bd241218999","A","arm_a/20260730_134404.jpg","65885a79982526bc16f70a457e5d2d0a647adc96422330b2ad656bd241218999"
"65885a79982526bc16f70a457e5d2d0a647adc96422330b2ad656bd241218999:B","65885a79982526bc16f70a457e5d2d0a647adc96422330b2ad656bd241218999","B","arm_b/20260730_134404.jpg","eb38affcf5c48ec14e526dac3f1c65df220f7b0a46747e51d480151506c0456b"
"3d18176fbcfdbac3c5b1275f714a2fd8f75a300a22a816efb84eff448853ce11:A","3d18176fbcfdbac3c5b1275f714a2fd8f75a300a22a816efb84eff448853ce11","A","arm_a/20260730_142217.jpg","3d18176fbcfdbac3c5b1275f714a2fd8f75a300a22a816efb84eff448853ce11"
"3d18176fbcfdbac3c5b1275f714a2fd8f75a300a22a816efb84eff448853ce11:B","3d18176fbcfdbac3c5b1275f714a2fd8f75a300a22a816efb84eff448853ce11","B","arm_b/20260730_142217.jpg","819132e6e60e953ddd97e119cacdf6c3614205433338046b4f52be8df7c25023"
"96b105477b0227f210bfbcd47d63ce3652dadc36a4130d2653736c794d45ce1b:A","96b105477b0227f210bfbcd47d63ce3652dadc36a4130d2653736c794d45ce1b","A","arm_a/20260730_135357.jpg","96b105477b0227f210bfbcd47d63ce3652dadc36a4130d2653736c794d45ce1b"
"96b105477b0227f210bfbcd47d63ce3652dadc36a4130d2653736c794d45ce1b:B","96b105477b0227f210bfbcd47d63ce3652dadc36a4130d2653736c794d45ce1b","B","arm_b/20260730_135357.jpg","0f6499ff362cb9872f55ff0ce09532360633c39e58bae6430d080b4a211e3cd0"
"7fae0db291ccb564312d388fdd074347e45c92fa5da9090ce154c469044526b0:A","7fae0db291ccb564312d388fdd074347e45c92fa5da9090ce154c469044526b0","A","arm_a/20260730_135643.jpg","7fae0db291ccb564312d388fdd074347e45c92fa5da9090ce154c469044526b0"
"7fae0db291ccb564312d388fdd074347e45c92fa5da9090ce154c469044526b0:B","7fae0db291ccb564312d388fdd074347e45c92fa5da9090ce154c469044526b0","B","arm_b/20260730_135643.jpg","2a52d248e302c57e38546da52ed08be496264a1764abd7acaa28412d9da23276"
"39230173660c0e3c991c7ea1181f6c422923d60c34d81dafb5333d4065716095:A","39230173660c0e3c991c7ea1181f6c422923d60c34d81dafb5333d4065716095","A","arm_a/20260730_135336.jpg","39230173660c0e3c991c7ea1181f6c422923d60c34d81dafb5333d4065716095"
"39230173660c0e3c991c7ea1181f6c422923d60c34d81dafb5333d4065716095:B","39230173660c0e3c991c7ea1181f6c422923d60c34d81dafb5333d4065716095","B","arm_b/20260730_135336.jpg","fd518825eb3cf857a05093ebc66e8132d81d96f3acaa9153c68c93dd8f0f84d3"
"85af06446982ea6909ad5d1c9149cd91dd48fe68012aabe7b7b902cfe16a47be:A","85af06446982ea6909ad5d1c9149cd91dd48fe68012aabe7b7b902cfe16a47be","A","arm_a/20260730_142207.jpg","85af06446982ea6909ad5d1c9149cd91dd48fe68012aabe7b7b902cfe16a47be"
"85af06446982ea6909ad5d1c9149cd91dd48fe68012aabe7b7b902cfe16a47be:B","85af06446982ea6909ad5d1c9149cd91dd48fe68012aabe7b7b902cfe16a47be","B","arm_b/20260730_142207.jpg","6f94c816c98d67b1f3510ab9ecf772aa776e9013d35ed7779b790db5d3318886"
"543dc3d5cfdaf84ab590af7465bfd9e3adeaa307460ba95629c7cd61d655f2c3:A","543dc3d5cfdaf84ab590af7465bfd9e3adeaa307460ba95629c7cd61d655f2c3","A","arm_a/20260730_141731.jpg","543dc3d5cfdaf84ab590af7465bfd9e3adeaa307460ba95629c7cd61d655f2c3"
"543dc3d5cfdaf84ab590af7465bfd9e3adeaa307460ba95629c7cd61d655f2c3:B","543dc3d5cfdaf84ab590af7465bfd9e3adeaa307460ba95629c7cd61d655f2c3","B","arm_b/20260730_141731.jpg","2714806a65eb8f0bf9df26b0a9530fa33351c2f7be9eaae2afa34fe20a20409c"
"2cf6efffac4efa1651077976448dee9bf89a83e60df0462799756942d3df83bb:A","2cf6efffac4efa1651077976448dee9bf89a83e60df0462799756942d3df83bb","A","arm_a/20260518_140528.jpg","2cf6efffac4efa1651077976448dee9bf89a83e60df0462799756942d3df83bb"
"2cf6efffac4efa1651077976448dee9bf89a83e60df0462799756942d3df83bb:B","2cf6efffac4efa1651077976448dee9bf89a83e60df0462799756942d3df83bb","B","arm_b/20260518_140528.jpg","b96f6d8796583cb002b147388596fdd22774b63ac707872d4e6757c2e0e95962"
"9187cef374467806179742eb14046301bac11e735ed30ffdcc3b1852478ac99b:A","9187cef374467806179742eb14046301bac11e735ed30ffdcc3b1852478ac99b","A","arm_a/20260730_135409.jpg","9187cef374467806179742eb14046301bac11e735ed30ffdcc3b1852478ac99b"
"9187cef374467806179742eb14046301bac11e735ed30ffdcc3b1852478ac99b:B","9187cef374467806179742eb14046301bac11e735ed30ffdcc3b1852478ac99b","B","arm_b/20260730_135409.jpg","4343ce6fe523292ad09d7e051311d4bb0b027817b4ab30f5339e5d41759d66dd"
"95c0d64bdfa7c1193504db0f3383031b66255f4918420ce4f203ed25f59ebb09:A","95c0d64bdfa7c1193504db0f3383031b66255f4918420ce4f203ed25f59ebb09","A","arm_a/20260730_141736.jpg","95c0d64bdfa7c1193504db0f3383031b66255f4918420ce4f203ed25f59ebb09"
"95c0d64bdfa7c1193504db0f3383031b66255f4918420ce4f203ed25f59ebb09:B","95c0d64bdfa7c1193504db0f3383031b66255f4918420ce4f203ed25f59ebb09","B","arm_b/20260730_141736.jpg","2efb8ab7f27a7c20e851401c9e2c56923c4e1cff351d41622b1b385057bb1001"
"5c4bf12eb20cd187cdc5b074b18800753d860886554fee1bd6af1f01286d4527:A","5c4bf12eb20cd187cdc5b074b18800753d860886554fee1bd6af1f01286d4527","A","arm_a/20260730_135552.jpg","5c4bf12eb20cd187cdc5b074b18800753d860886554fee1bd6af1f01286d4527"
"5c4bf12eb20cd187cdc5b074b18800753d860886554fee1bd6af1f01286d4527:B","5c4bf12eb20cd187cdc5b074b18800753d860886554fee1bd6af1f01286d4527","B","arm_b/20260730_135552.jpg","a52b5153861e379d5ccc7c66c974b1cb53b05964d9c34c6fee7d29969ff846f2"
"d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105:A","d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105","A","arm_a/20260810_131248.jpg","d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105"
"d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105:B","d09af77c3d51f4db6f5021c60572057e1461d1d6966902a6a9cf9c04fc032105","B","arm_b/20260810_131248.jpg","376a7e155b89fc21446f98b8f18925cb04b3d91169397f0b203ee82a396c4527"
